GPK;ATC;HoofdGroep;SubGroep;Generiek;Product;Etiket;Vorm;Route;Sterkte;Eenheid;StandDose;DoseEenheid;Indicaties;InFormDb
13196;J01CE05;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;FENETICILLINE;BROXIL 25 MG/ML SUSPENSIE 100 ML;FENETICILLIN 25MG/ML STROOP;stroop;or;25.00;mg/ml;25.00;mg;Niet ernstige infecties||Matig ernstige infecties||Primaire preventie groep A streptokokken bij patienten met acuut reuma||Secundaire profylaxe groep A streptokokken bij patienten met acuut reuma||Profylaxe infectie bij sikkelcelziekte/asplenie;13196
98080717;N03AA02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENOBARBITAL INFCONC;FENOBARBITAL 20 MG = 1 ML INFCONC AMPUL;FENOBARBITAL INFCONC 20MG/M;infusievloeistof;iv;100.00;mg/ml;100.00;mg;Persisterende status epilepticus bij overgevoeligheid voor fenytoine||Epilepsie (alle aanvallen), onderhoud na neonatale convulsies /status epilepticus||Neonatale epileptische aanvallen;98080717
23671;N03AA02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENOBARBITAL;FENOBARBITAL  25 MG TABLET;FENOBARBITAL 25MG TABLET;tablet;or;25.00;mg/stuk;25.00;mg;Persisterende status epilepticus bij overgevoeligheid voor fenytoine||Epilepsie (alle aanvallen), onderhoud na neonatale convulsies /status epilepticus||Neonatale epileptische aanvallen;23671
23728;N03AA02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENOBARBITAL;FENOBARBITAL 50 MG TABLET;FENOBARBITAL 50MG TABLET;tablet;or;50.00;mg/stuk;25.00;mg;Persisterende status epilepticus bij overgevoeligheid voor fenytoine||Epilepsie (alle aanvallen), onderhoud na neonatale convulsies /status epilepticus||Neonatale epileptische aanvallen;23728
23744;N03AA02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENOBARBITAL;FENOBARBITAL100 MG TABLET;FENOBARBITAL 100MG TABLET;tablet;or;100.00;mg/stuk;100.00;mg;Persisterende status epilepticus bij overgevoeligheid voor fenytoine||Epilepsie (alle aanvallen), onderhoud na neonatale convulsies /status epilepticus||Neonatale epileptische aanvallen;23744
6637;B01AA04;ANTITHROMBOTICA;ANTITHROMBOTICA;FENPROCOUMON;MARCOUMAR  3 MG TABLET;FENPROCOUMON 3MG TABLET;tablet;or;3.00;mg/stuk;3.00;mg;Antistolling;6637
15334;N01AH01;ANAESTHETICA;ALGEMENE ANAESTHETICA;FENTANYL;FENTANYL  0.05 MG/ML AMPUL 2 ML;FENTANYL 0,05MG/ML INJVLST;injectievloeistof;iv;0.05;mg/ml;0.05;mg;Pijnbestrijding;15334
136786;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;INSTANYL 50 MCG/DOSIS NEUSSPRAY EENMALIG GEBRUIK;FENTANYL 50UG NEUSSPRAY;neusspray;nasaal;50.00;mcg/stuk;50.00;mcg;Acute pijn||Palliatieve zorg;136786
132381;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;INSTANYL 50 MCG/DOSIS NEUSSPRAY 10 DOSES;FENTANYL 50UG/DO NEUSSPRAY;neusspray;nasaal;50.00;mcg/dose;50.00;mcg;Acute pijn||Palliatieve zorg;132381
132365;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;INSTANYL 100 MICROG/DOSIS NEUSSPRAY10 DOSES;FENTANYL 100UG/DO NEUSSPRAY;neusspray;nasaal;100.00;mcg/dose;100.00;mcg;Acute pijn||Palliatieve zorg;132365
136794;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;INSTANYL 100 MCG/DOSIS NEUSSPRAY EENMALIG GEBRUIK;FENTANYL 100UG NEUSSPRAY;neusspray;nasaal;100.00;mcg/stuk;100.00;mcg;Acute pijn||Palliatieve zorg;136794
132373;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;INSTANYL 200MCG/DOSIS NEUSSPRAY 40 DOSES;FENTANYL 200UG/DO NEUSSPRAY;neusspray;nasaal;200.00;mcg/dose;200.00;mcg;Acute pijn||Palliatieve zorg;132373
122793;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;DUROGESIC  PLEISTER 12 MICROG/UUR;FENTANYL 12UG/UUR PLEISTER;pleister voor transdermaal gebruik;transderm;2.10;mg/stuk;2.10;mg;Acute pijn||Palliatieve zorg;122793
129585;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;FENTANYL PLEISTER 12 MICROG/UUR;FENTANYL 12UG/UUR PLEISTER;pleister voor transdermaal gebruik;transderm;2.89;mg/stuk;2.89;mg;Acute pijn||Palliatieve zorg;129585
136158;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;FENTANYL PLEISTER 25 MICROG/UUR;FENTANYL 25UG/UUR PLEISTER;pleister voor transdermaal gebruik;transderm;5.78;mg/stuk;5.78;mg;Acute pijn||Palliatieve zorg;136158
136166;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;FENTANYL PLEISTER 50 MICROG/UUR;FENTANYL 50UG/UUR PLEISTER;pleister voor transdermaal gebruik;transderm;11.56;mg/stuk;11.56;mg;Acute pijn||Palliatieve zorg;136166
136174;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;FENTANYL PLEISTER 75 MICROG/UUR;FENTANYL 75UG/UUR PLEISTER;pleister voor transdermaal gebruik;transderm;17.34;mg/stuk;17.34;mg;Acute pijn||Palliatieve zorg;136174
136182;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;FENTANYL PLEISTER 100 MICROG/UUR;FENTANYL 100UG/UUR PLEISTER;pleister voor transdermaal gebruik;transderm;23.12;mg/stuk;23.12;mg;Acute pijn||Palliatieve zorg;136182
135461;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;EFFENTORA 100 MCG TABLET BUCCAAL;FENTANYL 100UG TAB BUCCAAL;tablet voor buccaal gebruik;oromuc;100.00;mcg/stuk;100.00;mcg;Acute pijn||Palliatieve zorg;135461
135496;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;EFFENTORA  400 MCG TABLET BUCCAAL;FENTANYL 400UG TAB BUCCAAL;tablet voor buccaal gebruik;oromuc;400.00;mcg/stuk;400.00;mcg;Acute pijn||Palliatieve zorg;135496
136913;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;ABSTRAL 100 MICROG TABLET SUBLINGUAAL;FENTANYL 100UG TAB SUBLINGU;tablet voor sublinguaal gebruik;subling;100.00;mcg/stuk;100.00;mcg;Acute pijn||Palliatieve zorg;136913
136921;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;ABSTRAL 200 MICROG TABLET SUBLINGUAAL;FENTANYL 200UG TAB SUBLINGU;tablet voor sublinguaal gebruik;subling;200.00;mcg/stuk;200.00;mcg;Acute pijn||Palliatieve zorg;136921
128104;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;ACTIQ 200 MICROG ZUIGTABLET;FENTANYL 200UG ZUIGTABLET;zuigtablet;oromuc;200.00;mcg/stuk;200.00;mcg;Acute pijn||Palliatieve zorg;128104
128112;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;ACTIQ 400 MICROG ZUIGTABLET;FENTANYL 400UG ZUIGTABLET;zuigtablet;oromuc;400.00;mcg/stuk;400.00;mcg;Acute pijn||Palliatieve zorg;128112
128139;N02AB03;ANALGETICA;OPIOIDEN;FENTANYL;ACTIQ 800 MICROG ZUIGTABLET;FENTANYL 800UG ZUIGTABLET;zuigtablet;oromuc;800.00;mcg/stuk;800.00;mcg;Acute pijn||Palliatieve zorg;128139
582;C04AB01;PERIFERE VASODILATANTIA;PERIFERE VASODILATANTIA;FENTOLAMINE;REGITINE 10MG/ML AMPUL 1ML;FENTOLAMINE 10MG/ML INJVLST;injectievloeistof;im||iv||sc;10.00;mg/ml;10.00;mg;Profylaxe dermale necrose bij extravasatie norepinefrine;582
139122;A16AX03;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;FENYLBOTERZUUR;AMMONAPS 500 MG TABLET;FENYLBOTERZUUR 500MG TABLET;tablet;or;500.00;mg/stuk;500.00;mg;Hyperammoniëmie ;139122
2100;S01GA05;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;DECONGESTIVA EN ALLERGIEMIDDELEN;FENYLEFRINE;VISADRON 1,25 MG/ML 10 ML OOGDRUPPELS;FENYLEFRINE 1,25MG/ML OOGDR;oogdruppels;oog;1.25;mg/ml;1.25;mg;;2100
47929;S01FB01;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;MYDRIATICA EN CYCLOPLEGICA;FENYLEFRINE;FENYLEFRINE HCL 2.5 % MINIMS;FENYLEFRINE 25MG/ML OOGDR;oogdruppels;oog;25.00;mg/ml;25.00;mg;Uveitis||Mydriasis;47929
19046;S01FB01;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;MYDRIATICA EN CYCLOPLEGICA;FENYLEFRINE;FENYLEFRINE HCL 5 % MONOFREE MINIM 0.4ML;FENYLEFRINE 50MG/ML OOGDR;oogdruppels;oog;50.00;mg/ml;50.00;mg;Uveitis||Mydriasis;19046
19054;S01FB01;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;MYDRIATICA EN CYCLOPLEGICA;FENYLEFRINE;FENYLEFRINE HCL 10 % MINIMS;FENYLEFRINE 100MG/ML OOGDR;oogdruppels;oog;100.00;mg/ml;100.00;mg;Uveitis||Mydriasis;19054
52590;N03AB02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENYTOINE;EPANUTIN 50 MG/ML INJVLST AMPUL 5 ML;FENYTOINE 50MG/ML INJVLST;injectievloeistof;iv;50.00;mg/ml;50.00;mg;Persisterende status epilepticus||Epilepsie: partiele aanvallen, gegeneraliseerde tonisch-clonisch aanvallen, onderhoud na status epilepticus||Neuropathische pijn||Aritmieën;52590
74705;N03AB02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENYTOINE;DIPHANTOINE-Z  25 MG (23 MG ZUUR) TABLET;FENYTOINE  23MG TABLET;tablet;or;23.00;mg/stuk;11.50;mg;Persisterende status epilepticus||Epilepsie: partiele aanvallen, gegeneraliseerde tonisch-clonisch aanvallen, onderhoud na status epilepticus||Neuropathische pijn||Aritmieën;74705
74713;N03AB02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENYTOINE;DIPHANTOINE-Z  50  MG (46 MG ZUUR) TABLET;FENYTOINE 46MG TABLET;tablet;or;46.00;mg/stuk;46.00;mg;Persisterende status epilepticus||Epilepsie: partiele aanvallen, gegeneraliseerde tonisch-clonisch aanvallen, onderhoud na status epilepticus||Neuropathische pijn||Aritmieën;74713
74721;N03AB02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENYTOINE;DIPHANTOINE-Z 75 MG (69 MG ZUUR) TABLET;FENYTOINE 69MG TABLET;tablet;or;69.00;mg/stuk;69.00;mg;Persisterende status epilepticus||Epilepsie: partiele aanvallen, gegeneraliseerde tonisch-clonisch aanvallen, onderhoud na status epilepticus||Neuropathische pijn||Aritmieën;74721
74748;N03AB02;ANTI-EPILEPTICA;ANTI-EPILEPTICA;FENYTOINE;DIPHANTOINE-Z  100 MG (92 MG ZUUR) TABLET;FENYTOINE 92MG TABLET;tablet;or;92.00;mg/stuk;92.00;mg;Persisterende status epilepticus||Epilepsie: partiele aanvallen, gegeneraliseerde tonisch-clonisch aanvallen, onderhoud na status epilepticus||Neuropathische pijn||Aritmieën;74748
131040;B03AC;;;FERRICARBOXYMALTOSE;FERINJECT 50 MG/ML FLACON 10 ML;FERRICARBOXYMAL 50MGFE/ML I;injectievloeistof;iv;50.00;mg/ml;50.00;mg;IJzergebreksanemie||IJzergebreksanemie bij chronische nierinsufficientie||Onderhoud ijzertherapie bij chronische nierinsufficientie||IJzergebreksanemie bij hemodialyse||Onderhoud ijzertherapie bij hemodialyse;131040
103314;B03AC;;;FERRIOXIDESACCHARAAT;VENOFER 20 MG/ML INJVLST FLACON 5 ML;FERRIOXIDESACCH 20MG/ML INJ;injectievloeistof;iv;20.00;mg/ml;20.00;mg;IJzergebreksanemie||IJzergebreksanemie bij chronische nierinsufficientie||Onderhoud ijzertherapie bij chronische nierinsufficientie||IJzergebreksanemie bij hemodialyse||Onderhoud ijzertherapie bij hemodialyse;103314
34827;B03AA02;MIDDELEN BIJ ANEMIE;IJZERPREPARATEN;FERROFUMARAAT;FERROFUMARAAT 20MG/ML SUSP 200ML;FERROFUMARAAT 20MG/ML SUSP;suspensie voor oraal gebruik;or;20.00;mg/ml;20.00;mg;IJzergebreks anemie||Suppletie van ijzer na geboorte;34827
15342;B03AA02;MIDDELEN BIJ ANEMIE;IJZERPREPARATEN;FERROFUMARAAT;FERROFUMARAAT 200 MG TABLET;FERROFUMARAAT 200MG TABLET;tablet;or;200.00;mg/stuk;200.00;mg;IJzergebreks anemie||Suppletie van ijzer na geboorte;15342
103268;R06AX26;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;FEXOFENADINE;FEXOFENADINE 120 MG TABLET OMHULD;FEXOFENADINE 120MG TABLET O;omhulde tablet;or;120.00;mg/stuk;120.00;mg;Allergische rhinitis en chronische urticaria;103268
103276;R06AX26;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;FEXOFENADINE;FEXOFENADINE HCL 180 MG TABLET;FEXOFENADINE 180MG TABLET O;omhulde tablet;or;180.00;mg/stuk;180.00;mg;Allergische rhinitis en chronische urticaria;103276
152269;B02BB01;ANTIHAEMORRHAGICA;VITAMINE K EN OVERIGE HAEMOSTATICA;FIBRINOGEEN;HAEMOCOMPLETTAN P 1G POEDER VOOR INFUSIE;FIBRINOGEEN 1G PDR INJ/INFO;poeder voor injectie/infusieoplossing;iv;1.00;gr/stuk;1.00;gr;Wondhechting||Bloeding;152269
83526;L03AA02;IMMUNOSTIMULANTIA;IMMUNOSTIMULANTIA;FILGRASTIM INJVLST 300 MICROG/ML;NEUPOGEN 300 MICROG/1ML FLACON 1ML;FILGRASTIM 30ME/ML INJVLST;injectievloeistof;iv||sc;30.00;IE/ml;30.00;IE;Neutropenie ten gevolge van cytotoxische chemotherapie||Neutropenie bij myelo-ablatieve therapie gevolgd door beenmergtransplantatie||Mobilisatie stamcellen||Ernstige congenitale neutropenie||Chronische neutropenie bij HIV||Idiopathische of cyclische neutropenie;83526
113794;L03AA02;IMMUNOSTIMULANTIA;IMMUNOSTIMULANTIA;FILGRASTIM 300;NEUPOGEN 300 MICROG/0,5 ML SINGLEJECT;FILGRASTIM 60ME/ML INJVLST;injectievloeistof;iv||sc;60.00;IE/ml;60.00;IE;Neutropenie ten gevolge van cytotoxische chemotherapie||Neutropenie bij myelo-ablatieve therapie gevolgd door beenmergtransplantatie||Mobilisatie stamcellen||Ernstige congenitale neutropenie||Chronische neutropenie bij HIV||Idiopathische of cyclische neutropenie;113794
113808;L03AA02;IMMUNOSTIMULANTIA;IMMUNOSTIMULANTIA;FILGRASTIM 480;NEUPOGEN 480 MICROG/0,5 ML SINGLEJECT;FILGRASTIM 96ME/ML INJVLST;injectievloeistof;iv||sc;96.00;IE/ml;96.00;IE;Neutropenie ten gevolge van cytotoxische chemotherapie||Neutropenie bij myelo-ablatieve therapie gevolgd door beenmergtransplantatie||Mobilisatie stamcellen||Ernstige congenitale neutropenie||Chronische neutropenie bij HIV||Idiopathische of cyclische neutropenie;113808
118591;C01BC04;CARDIACA;ANTI-ARITMISCHE MIDDELEN KLASSE I EN III;FLECAINIDE;TAMBOCOR CR 50 MG CAPSULE MGA (RETARD);FLECAINIDE 50MG CAPSULE MGA;capsule met gereguleerde afgifte;or;50.00;mg/stuk;50.00;mg;Supraventriculaire ritmestoornissen, levensbedreigende ventriculaire ritmestoornissen ;118591
116149;C01BC04;CARDIACA;ANTI-ARITMISCHE MIDDELEN KLASSE I EN III;FLECAINIDE;TAMBOCOR CR 100 MG CAPSULE MGA (RETARD);FLECAINIDE 100MG CAPS MGA;capsule met gereguleerde afgifte;or;100.00;mg/stuk;100.00;mg;Supraventriculaire ritmestoornissen, levensbedreigende ventriculaire ritmestoornissen ;116149
116157;C01BC04;CARDIACA;ANTI-ARITMISCHE MIDDELEN KLASSE I EN III;FLECAINIDE (RETARD);TAMBOCOR CR 150MG CAPSULE MGA (RETARD);FLECAINIDE 150MG CAPS MGA;capsule met gereguleerde afgifte;or;150.00;mg/stuk;150.00;mg;Supraventriculaire ritmestoornissen, levensbedreigende ventriculaire ritmestoornissen ;116157
50482;C01BC04;CARDIACA;ANTI-ARITMISCHE MIDDELEN KLASSE I EN III;FLECAINIDE;TAMBOCOR 10 MG/ML AMPUL 15ML;FLECAINIDE 10MG/ML INJVLST;injectievloeistof;iv;10.00;mg/ml;10.00;mg;Supraventriculaire ritmestoornissen, levensbedreigende ventriculaire ritmestoornissen ;50482
91502;C01BC04;CARDIACA;ANTI-ARITMISCHE MIDDELEN KLASSE I EN III;FLECAINIDE;FLECAINIDE 50 MG TABLET;FLECAINIDE 50MG TABLET;tablet;or;50.00;mg/stuk;50.00;mg;Supraventriculaire ritmestoornissen, levensbedreigende ventriculaire ritmestoornissen ;91502
48135;C01BC04;CARDIACA;ANTI-ARITMISCHE MIDDELEN KLASSE I EN III;FLECAINIDE;FLECAINIDEACETAAT 100 MG TABLET;FLECAINIDE 100MG TABLET;tablet;or;100.00;mg/stuk;100.00;mg;Supraventriculaire ritmestoornissen, levensbedreigende ventriculaire ritmestoornissen ;48135
8583;J01CF05;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;FLUCLOXACILLINE;FLUCLOXACILLINE 250 MG CAPSULE;FLUCLOXACILLINE 250MG CAPS;capsule;or;250.00;mg/stuk;250.00;mg;Infecties||Ernstige infecties||Infecties bij Cystic Fibrosis;8583
15466;J01CF05;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;FLUCLOXACILLINE;FLUCLOXACILLINE 500 MG CAPSULE;FLUCLOXACILLINE 500MG CAPS;capsule;or;500.00;mg/stuk;500.00;mg;Infecties||Ernstige infecties||Infecties bij Cystic Fibrosis;15466
15474;J01CF05;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;FLUCLOXACILLINE;FLOXAPEN  250 MG POEDER VOOR INJECTIE;FLUCLOXACILLINE 250MG INJPD;poeder voor injectievloeistof;im||iv||intraartic||pleura;250.00;mg/stuk;250.00;mg;Infecties||Ernstige infecties||Infecties bij Cystic Fibrosis;15474
15482;J01CF05;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;FLUCLOXACILLINE;FLOXAPEN  500 MG POEDER VOOR INJ;FLUCLOXACILLINE 500MG INJPD;poeder voor injectievloeistof;im||iv||intraartic||pleura;500.00;mg/stuk;500.00;mg;Infecties||Ernstige infecties||Infecties bij Cystic Fibrosis;15482
15490;J01CF05;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;FLUCLOXACILLINE;FLOXAPEN 1000 MG POEDER VOOR INJECTIE;FLUCLOXACILLINE 1000MG INJP;poeder voor injectievloeistof;im||iv||intraartic||pleura;1.000.00;mg/stuk;1.000.00;mg;Infecties||Ernstige infecties||Infecties bij Cystic Fibrosis;15490
122599;J01CF05;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;FLUCLOXACILLINE;FLOXAPEN 25 MG/ML SUSPENSIE 100ML;FLUCLOXACILLINE 25MG/ML SUS;suspensie voor oraal gebruik;or;25.00;mg/ml;25.00;mg;Infecties||Ernstige infecties||Infecties bij Cystic Fibrosis;122599
78166;J02AC01;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;FLUCONAZOL;FLUCONAZOL 50 MG CAPSULE;FLUCONAZOL 50MG CAPSULE;capsule;or;50.00;mg/stuk;50.00;mg;Mucosale candidiasis||Systemisch diepe candidiasis, cryptococcen infecties||Profylaxe candidiasis, profylaxe cryptococcen infecties||Profylaxe candidiasis bij kinderen aan ECMO||Vaginale candidiasis||Tinea capitis;78166
78336;J02AC01;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;FLUCONAZOL;FLUCONAZOL 150 MG CAPSULE;FLUCONAZOL 150MG CAPSULE;capsule;or;150.00;mg/stuk;150.00;mg;Mucosale candidiasis||Systemisch diepe candidiasis, cryptococcen infecties||Profylaxe candidiasis, profylaxe cryptococcen infecties||Profylaxe candidiasis bij kinderen aan ECMO||Vaginale candidiasis||Tinea capitis;78336
85685;J02AC01;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;FLUCONAZOL;FLUCONAZOL 200 MG CAPSULE;FLUCONAZOL 200MG CAPSULE;capsule;or;200.00;mg/stuk;200.00;mg;Mucosale candidiasis||Systemisch diepe candidiasis, cryptococcen infecties||Profylaxe candidiasis, profylaxe cryptococcen infecties||Profylaxe candidiasis bij kinderen aan ECMO||Vaginale candidiasis||Tinea capitis;85685
85693;J02AC01;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;FLUCONAZOL;FLUCONAZOL 2 MG/ML INFVLST FLACON 200 ML;FLUCONAZOL 2MG/ML INFVLST;infusievloeistof;iv;2.00;mg/ml;2.00;mg;Mucosale candidiasis||Systemisch diepe candidiasis, cryptococcen infecties||Profylaxe candidiasis, profylaxe cryptococcen infecties||Profylaxe candidiasis bij kinderen aan ECMO||Vaginale candidiasis||Tinea capitis;85693
91383;J02AC01;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;FLUCONAZOL;DIFLUCAN SUSPENSIE 10 MG/ML FLACON 35ML;FLUCONAZOL 10MG/ML SUSP;suspensie voor oraal gebruik;or;10.00;mg/ml;10.00;mg;Mucosale candidiasis||Systemisch diepe candidiasis, cryptococcen infecties||Profylaxe candidiasis, profylaxe cryptococcen infecties||Profylaxe candidiasis bij kinderen aan ECMO||Vaginale candidiasis||Tinea capitis;91383
91391;J02AC01;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;FLUCONAZOL;DIFLUCAN SUSPENSIE 40 MG/ML FLACON 35ML;FLUCONAZOL 40MG/ML SUSP;suspensie voor oraal gebruik;or;40.00;mg/ml;40.00;mg;Mucosale candidiasis||Systemisch diepe candidiasis, cryptococcen infecties||Profylaxe candidiasis, profylaxe cryptococcen infecties||Profylaxe candidiasis bij kinderen aan ECMO||Vaginale candidiasis||Tinea capitis;91391
38938;J02AX01;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;FLUCYTOSINE;ANCOTIL 10 MG/ML FLACON 250ML;FLUCYTOSINE 10MG/ML INFVLST;infusievloeistof;iv;10.00;mg/ml;10.00;mg;Door gevoelige verwekkers veroorzaakte gegeneraliseerde mycosen (in combinatie met amfotericine B bij chronisch verlopende en moeilijk te beïnvloeden mycosevormen);38938
128007;L01BB05;ONCOLYTICA;ANTIMETABOLIETEN;FLUDARABINE;FLUDARABINE 50 MG = 2 ML FLACON;FLUDARABINE 25MG/ML INJOPL;concentraat voor oplossing voor injectie;iv;25.00;mg/ml;25.00;mg;Oncologische aandoeningen;128007
115223;L01BB05;ONCOLYTICA;ANTIMETABOLIETEN;FLUDARABINE;FLUDARA 10 MG TABLET OMHULD;FLUDARABINE 10MG TAB OMHULD;omhulde tablet;or;10.00;mg/stuk;10.00;mg;Oncologische aandoeningen;115223
42196;H02AA02;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;FLUDROCORTISON;FLUDROCORTISON ACETAAT  62,5 MCG TABLET;FLUDROCORTISON 62,5UG TAB;tablet;or;62.50;mcg/stuk;62.50;mcg;Primaire bijnierschors insufficientie;42196
37958;H02AA02;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;FLUDROCORTISON;FLORINEF 100 MICROG TABLET;FLUDROCORTISON 100UG TABLET;tablet;or;100.00;mcg/stuk;100.00;mcg;Primaire bijnierschors insufficientie;37958
10006;S02CA07;MIDDELEN VOOR OORHEELKUNDIG GEBRUIK;CORTICOSTEROIDEN MET ANTIMICROBIELE MIDDELEN;PANOTILE;PANOTILE OORDRUPPELS 12 ML;PANOTILE OORDRUPPELS;oordruppels;oor;1.00;mg/ml;1.00;mg;Otitis externa;10006
69760;V03AB25;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;FLUMAZENIL;FLUMAZENIL 0,1 MG/ML AMPUL 5 ML;FLUMAZENIL 0,1MG/ML INJVLST;injectievloeistof;iv;0.10;mg/ml;0.10;mg;Antagonist van door benzodiazepinen en zopiclon veroorzaakte sedering;69760
44164;N07CA03;OVERIGE MIDDELEN WERKZAAM OP HET ZENUWSTELSEL;VERTIGOMIDDELEN;FLUNARIZINE;FLUNARIZINE 5 MG CAPSULE;FLUNARIZINE 5MG CAPSULE;capsule;or;5.00;mg/stuk;5.00;mg;Migraine profylaxe;44164
9830;S01BA07;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;ANTI-INFLAMMATOIRE MIDDELEN;FLUORMETHOLON;FML LIQUIFILM 0.1 % OOGDRUPPELS 5ML;FLUORMETHOLON 1MG/ML OOGDR;oogdruppels;oog;1.00;mg/ml;1.00;mg;Inflammatoire, niet-infectieuze aandoening van de conjunctiva, uveitis en post-operatief ;9830
75264;N06AB03;PSYCHOANALEPTICA;ANTIDEPRESSIVA;FLUOXETINE;FLUOXETINE 20 MG CAPSULE;FLUOXETINE 20MG CAPSULE;capsule;or;20.00;mg/stuk;20.00;mg;Obsessief compulsieve stoornis||Angststoornissen (sociale fobie, separatieangststoornis en/of gegeneraliseerde angststoornis) ||Depressie Matig tot ernstige depressieve episoden, indien depressie niet verbetert na 4-6 sessies psychotherapie ;75264
116769;N06AB03;PSYCHOANALEPTICA;ANTIDEPRESSIVA;FLUOXETINE;FLUOXETINE 20 MG DISPER TABLET;FLUOXETINE 20MG DISPERTAB;dispergeerbare tablet;or;20.00;mg/stuk;10.00;mg;Obsessief compulsieve stoornis||Angststoornissen (sociale fobie, separatieangststoornis en/of gegeneraliseerde angststoornis) ||Depressie Matig tot ernstige depressieve episoden, indien depressie niet verbetert na 4-6 sessies psychotherapie ;116769
92541;R03BA05;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE;FLUTICASON;FLIXOTIDE 50 MICROG/DOSIS AERO 120DOSES;FLUTICASON 50UG/DO AEROSOL;aerosol;inh;50.00;mcg/dose;50.00;mcg;Astma, verminderen bronchiale hyperreactiviteit||Acute astma aanval;92541
